country,year,status,life_expectancy,adult_mortality,infant_deaths,alcohol,hepatitis_b,under_five_deaths,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,thinness_1_19_years,thinness_5_9_years,income_composition_of_resources,schooling
burundi,2004,developing,52.6,378.0,24,5.72,83.0,38,76.0,7.1,83.0,4.8,127.4296648,7182451.0,8.4,8.4,0.279,5.2
kazakhstan,2010,developing,67.8,236.0,7,6.83,99.0,8,98.0,4.42,99.0,0.1,97.649972,16321581.0,2.3,2.5,0.763,14.5
sao tome and principe,2009,developing,65.8,21.0,0,4.13,98.0,0,99.0,6.65,98.0,0.9,199.57146,17813.0,6.3,6.2,0.533,10.1
afghanistan,2003,developing,56.7,295.0,87,0.01,65.0,122,41.0,8.82,41.0,0.1,198.7285436,2364851.0,19.7,19.9,0.373,6.5
kiribati,2000,developing,64.1,222.0,0,0.46,9.0,0,9.0,8.12,9.0,0.1,796.7937634,8446.0,0.2,0.2,0.582,10.0
myanmar,2009,developing,65.2,211.0,52,0.28,91.0,69,9.0,2.5,9.0,0.6,741.777116,49869.0,13.1,13.4,0.504,8.5
russian federation,2007,developing,67.3,282.0,16,12.19,98.0,19,98.0,5.38,98.0,0.3,911.25385,1428588.0,2.4,2.6,0.761,13.8
guyana,2002,developing,65.3,244.0,1,7.73,91.0,1,93.0,5.84,91.0,2.3,96.8674827,751884.0,5.9,5.7,0.609,11.0
afghanistan,2007,developing,57.5,295.0,82,0.02,63.0,113,63.0,6.73,63.0,0.1,369.835796,26616792.0,19.0,19.1,0.415,8.4
zimbabwe,2014,developing,59.2,371.0,23,6.5,91.0,34,92.0,6.44,91.0,6.3,127.47462,15411675.0,5.9,5.7,0.498,10.3
sao tome and principe,2005,developing,64.3,222.0,0,5.27,96.0,0,97.0,1.4,97.0,1.6,81.86157,15563.0,7.0,7.0,0.514,10.0
benin,2004,developing,56.1,285.0,25,1.15,75.0,39,74.0,4.56,72.0,2.1,583.493514,7754.0,8.9,8.8,0.423,8.1
tajikistan,2002,developing,64.3,193.0,12,0.6,39.0,15,84.0,4.48,85.0,0.3,189.3878519,6447688.0,4.0,4.0,0.543,9.8
zimbabwe,2013,developing,58.0,399.0,25,6.39,95.0,36,95.0,6.88,95.0,6.8,111.227396,155456.0,6.2,6.0,0.488,10.4
kiribati,2004,developing,64.8,214.0,0,0.48,67.0,0,61.0,1.39,62.0,0.1,113.6286,9542.0,0.2,0.2,0.582,12.4
burundi,2001,developing,51.3,385.0,25,6.09,83.0,40,72.0,4.96,81.0,5.3,133.7427689,6555829.0,8.8,8.8,0.268,4.5
eritrea,2006,developing,59.7,336.0,7,0.97,94.0,9,94.0,3.3,94.0,1.4,297.828588,466648.0,9.3,9.3,0.405,5.3
afghanistan,2001,developing,55.3,316.0,88,0.01,63.0,122,35.0,7.8,33.0,0.1,117.49698,2966463.0,2.1,2.4,0.34,5.9
bangladesh,2014,developing,71.4,132.0,98,0.01,97.0,121,97.0,2.82,97.0,0.1,184.56543,15945279.0,18.1,18.6,0.57,10.0
senegal,2006,developing,61.3,236.0,23,0.34,89.0,38,89.0,5.44,89.0,0.7,89.838296,11556763.0,11.2,11.1,0.422,6.6
afghanistan,2000,developing,54.8,321.0,88,0.01,62.0,122,24.0,8.2,24.0,0.1,114.56,293756.0,2.3,2.5,0.338,5.5
romania,2011,developed,74.3,139.0,2,9.1,96.0,2,89.0,5.53,89.0,0.1,92.277825,2147528.0,2.9,3.1,0.798,15.7
indonesia,2008,developing,67.7,189.0,149,0.07,82.0,181,83.0,2.81,77.0,0.2,216.52766,236159276.0,1.7,1.7,0.641,11.7
eritrea,2004,developing,59.1,342.0,7,0.64,84.0,10,98.0,3.14,98.0,1.8,287.4222243,3858623.0,9.6,9.6,0.4085000000000001,5.0
mexico,2000,developing,74.8,129.0,55,4.99,97.0,66,97.0,4.98,97.0,0.1,672.92113,11719673.0,2.0,1.9,0.694,11.4
senegal,2012,developing,65.6,2.0,20,0.28,91.0,29,83.0,4.31,91.0,0.4,136.4518,1373513.0,1.0,9.9,0.463,8.3
china,2013,developing,75.6,88.0,185,5.79,99.0,216,99.0,5.39,99.0,0.1,777.77594,135738.0,3.8,3.2,0.713,12.7
panama,2000,developing,75.7,121.0,2,5.58,98.0,2,99.0,7.76,98.0,0.2,46.29935,33347.0,2.4,2.3,0.716,12.1
benin,2012,developing,59.3,251.0,25,0.01,8.0,39,8.0,4.86,8.0,1.3,837.9551,972916.0,7.4,7.3,0.458,10.0
rwanda,2012,developing,64.6,239.0,13,0.01,98.0,18,98.0,7.68,98.0,0.7,678.796973,1788853.0,6.1,6.1,0.475,10.5
malawi,2010,developing,52.9,462.0,35,1.08,93.0,54,86.0,1.5,93.0,13.7,458.8681744,1516795.0,6.8,6.7,0.43,10.2
burundi,2000,developing,58.0,386.0,25,6.61,83.0,41,71.0,4.98,8.0,5.2,135.9984455,6476.0,9.0,8.9,0.268,4.5
burundi,2002,developing,51.5,387.0,24,5.98,83.0,39,74.0,5.15,81.0,5.2,122.4335893,6741569.0,8.7,8.7,0.268,4.4
mali,2010,developing,56.5,273.0,54,0.6,72.0,91,77.0,6.35,73.0,1.5,78.377632,157585.0,8.8,8.5,0.396,7.3
myanmar,2008,developing,59.2,296.0,59,0.3,85.0,96,85.0,1.87,85.0,0.6,643.951373,49479752.0,13.2,13.4,0.493,8.2
morocco,2005,developing,77.0,137.0,22,0.47,96.0,26,98.0,5.6,98.0,0.1,213.755559,35217.0,6.5,6.3,0.569,9.8
georgia,2005,developing,73.9,128.0,1,4.7,79.0,1,82.0,8.6,82.0,0.1,153.57521,419.0,2.8,2.9,0.703,12.2
uzbekistan,2007,developing,67.8,184.0,22,2.15,99.0,26,98.0,5.81,96.0,0.3,83.476942,26868.0,3.1,3.1,0.631,11.8
malaysia,2011,developing,74.3,13.0,3,0.51,96.0,4,96.0,3.89,96.0,0.1,145.1262,28635128.0,8.0,7.8,0.774,13.0
lesotho,2007,developing,46.2,633.0,4,2.69,9.0,6,87.0,8.47,88.0,30.0,918.432717,1982287.0,8.4,8.3,0.44,10.6
rwanda,2009,developing,61.0,288.0,17,7.11,97.0,25,93.0,7.2,97.0,2.8,539.1538211,9977446.0,6.6,6.4,0.447,10.2
poland,2006,developed,75.2,144.0,2,10.4,98.0,3,99.0,6.17,99.0,0.1,94.7726,38141267.0,2.3,2.4,0.803,15.0
comoros,2007,developing,66.0,259.0,2,0.16,75.0,2,75.0,4.93,75.0,0.1,72.759313,64162.0,7.3,7.2,0.459,10.0
rwanda,2011,developing,63.8,247.0,14,8.34,97.0,20,93.0,7.71,97.0,1.3,617.317648,151671.0,6.3,6.2,0.464,10.2
sao tome and principe,2004,developing,63.8,224.0,0,5.78,7.0,0,99.0,9.94,96.0,1.6,693.345683,151969.0,7.2,7.2,0.509,9.8
tajikistan,2000,developing,63.7,198.0,14,0.37,39.0,17,86.0,4.64,83.0,0.3,138.436633,621625.0,4.2,4.1,0.529,9.6
benin,2003,developing,55.8,285.0,25,1.35,73.0,40,75.0,4.63,73.0,2.1,519.2922847,752555.0,9.1,9.0,0.416,7.7
lebanon,2007,developing,74.4,98.0,1,1.72,8.0,1,75.0,8.9,8.0,0.1,614.271115,486466.0,4.7,4.6,0.731,12.9
ukraine,2001,developing,67.7,253.0,6,4.31,7.0,7,99.0,5.66,99.0,0.8,78.738243,48683865.0,2.9,3.0,0.673,13.2
zimbabwe,2005,developing,44.6,717.0,28,4.14,65.0,43,69.0,6.44,68.0,30.3,444.76575,129432.0,9.0,9.0,0.406,9.3
serbia,2014,developing,75.4,123.0,1,9.09,92.0,1,93.0,1.37,93.0,0.1,62.173221,713576.0,2.1,2.1,0.771,14.3
azerbaijan,2004,developing,68.4,154.0,6,0.62,5.0,8,78.0,7.92,77.0,0.1,145.2163,8365.0,3.0,3.0,0.668,11.0
bhutan,2001,developing,61.7,29.0,1,0.14,89.0,1,88.0,5.91,88.0,0.1,87.9387673,5896.0,18.9,19.6,0.5884,7.6
nepal,2014,developing,69.6,158.0,18,0.01,92.0,22,92.0,5.8,92.0,0.1,76.2386977,28323241.0,15.9,16.3,0.551,12.4
belarus,2010,developing,73.0,222.0,0,14.44,96.0,1,99.0,5.55,98.0,0.1,63.38877,949583.0,2.0,2.2,0.78,15.5
indonesia,2003,developing,66.9,189.0,173,0.05,64.0,215,8.0,2.53,71.0,0.1,164.59447,22545214.0,1.9,11.0,0.613,10.8
senegal,2007,developing,62.1,23.0,22,0.32,94.0,36,93.0,4.72,94.0,0.7,95.3978522,11873557.0,11.0,1.9,0.425,6.8
bosnia and herzegovina,2007,developing,75.4,16.0,0,5.16,94.0,0,95.0,8.37,95.0,0.1,418.292176,3774.0,2.8,2.8,0.703,12.9
sao tome and principe,2012,developing,66.9,194.0,0,0.01,96.0,0,96.0,8.6,96.0,0.5,138.949959,182889.0,5.9,5.7,0.553,10.8
lebanon,2009,developing,74.7,95.0,1,1.62,81.0,1,75.0,7.42,81.0,0.1,84.268878,4183156.0,4.7,4.7,0.746,13.2
bosnia and herzegovina,2011,developing,76.9,92.0,0,4.64,88.0,0,89.0,9.71,88.0,0.1,55.156834,3688865.0,2.6,2.5,0.711,13.4
malawi,2009,developing,51.5,491.0,36,1.16,93.0,56,93.0,1.18,93.0,14.9,42.7379657,1471462.0,6.9,6.8,0.415,9.9
ukraine,2000,developing,67.5,257.0,6,4.49,4.0,8,99.0,5.59,99.0,0.7,635.789635,49175848.0,3.0,3.1,0.669,13.3
tajikistan,2014,developing,69.6,162.0,10,0.01,97.0,11,94.0,6.88,97.0,0.2,114.45919,8362745.0,3.6,3.7,0.622,11.3
estonia,2002,developing,71.2,211.0,0,11.48,9.0,0,94.0,4.84,94.0,0.1,538.347781,137935.0,2.3,2.4,0.791,15.4
benin,2008,developing,57.6,278.0,25,1.28,75.0,39,77.0,4.2,75.0,1.8,82.1513498,8696916.0,8.1,8.0,0.444,9.1
rwanda,2014,developing,65.7,23.0,12,0.01,98.0,16,98.0,7.53,98.0,0.4,76.5699517,11345357.0,5.8,5.8,0.488,10.8
sao tome and principe,2011,developing,66.6,198.0,0,5.69,96.0,0,96.0,5.44,96.0,0.5,134.326189,1788.0,6.0,5.9,0.546,10.6
benin,2007,developing,57.1,283.0,25,1.12,82.0,39,82.0,4.55,82.0,2.0,76.535419,8454791.0,8.3,8.2,0.438,8.9
rwanda,2007,developing,59.6,295.0,20,6.78,97.0,30,98.0,8.49,97.0,5.0,44.853339,944742.0,6.8,6.7,0.424,10.1
armenia,2003,developing,72.7,134.0,1,3.03,93.0,1,96.0,5.56,94.0,0.1,93.1661567,31786.0,2.0,2.1,0.657,10.8
panama,2001,developing,75.5,124.0,2,5.43,98.0,2,95.0,7.72,99.0,0.1,446.372833,389684.0,2.3,2.3,0.721,12.4
comoros,2004,developing,59.8,269.0,2,0.27,77.0,2,73.0,3.96,76.0,0.1,616.4197236,597228.0,7.5,7.5,0.4721818181818182,9.5
kenya,2009,developing,59.1,317.0,62,1.86,88.0,91,89.0,4.17,88.0,5.0,92.816252,423724.0,8.2,8.1,0.514,10.7
georgia,2004,developing,72.3,134.0,1,3.74,64.0,1,66.0,8.53,78.0,0.1,127.367228,4245.0,2.8,3.0,0.694,12.0
benin,2005,developing,56.5,285.0,25,1.13,7.0,39,73.0,4.73,7.0,2.1,61.799977,7982225.0,8.7,8.6,0.43,8.5
afghanistan,2011,developing,59.2,275.0,71,0.01,68.0,97,68.0,7.87,68.0,0.1,63.537231,2978599.0,18.2,18.2,0.454,9.5
tonga,2011,developing,72.9,14.0,0,0.96,82.0,0,84.0,4.6,82.0,0.1,445.18866,14577.0,0.1,0.1,0.712,14.4
eritrea,2003,developing,58.8,343.0,7,0.56,91.0,10,95.0,3.5,93.0,1.9,232.7945459,3738265.0,9.7,9.7,0.4085000000000001,4.7
malawi,2006,developing,47.1,587.0,38,1.18,99.0,61,99.0,8.99,99.0,21.1,297.6971211,13429262.0,7.3,7.1,0.377,9.6
mali,2003,developing,52.0,299.0,59,0.54,79.0,106,67.0,6.25,63.0,2.2,391.791281,125128.0,1.3,1.2,0.318,5.2
mauritius,2008,developing,72.7,166.0,0,2.49,99.0,0,99.0,4.6,99.0,0.1,83.635,1244121.0,7.4,7.3,0.728,13.6
burundi,2003,developing,51.9,387.0,24,5.84,83.0,38,75.0,5.25,82.0,5.1,112.849373,6953113.0,8.5,8.5,0.276,4.7
maldives,2007,developing,75.4,82.0,0,1.78,98.0,0,98.0,6.64,98.0,0.1,52.862285,349.0,14.3,14.4,0.632,11.9
madagascar,2008,developing,62.3,259.0,34,0.68,77.0,49,77.0,4.5,77.0,0.5,47.733254,19996469.0,7.8,7.7,0.491,9.4
botswana,2002,developing,46.0,699.0,2,6.41,88.0,4,97.0,6.47,97.0,34.6,355.618382,1779953.0,11.4,11.3,0.558,11.9
nepal,2009,developing,67.5,183.0,25,0.22,89.0,32,93.0,6.41,89.0,0.2,48.7299,2674113.0,16.9,17.4,0.502,10.5
senegal,2001,developing,57.9,251.0,26,0.34,54.0,49,49.0,4.98,52.0,0.6,481.287397,1134497.0,12.1,12.1,0.381,5.4
uganda,2007,developing,55.5,41.0,88,9.65,73.0,137,7.0,9.76,73.0,8.4,41.858631,359487.0,6.3,6.3,0.442,10.3
fiji,2007,developing,68.6,29.0,0,2.09,99.0,0,99.0,3.74,99.0,0.1,478.82327,834812.0,4.1,3.8,0.698,14.2
mozambique,2013,developing,55.3,46.0,62,1.16,78.0,87,78.0,5.9,78.0,5.1,65.985681,26434372.0,3.6,3.5,0.405,9.1
mozambique,2010,developing,54.0,47.0,69,0.96,74.0,98,73.0,5.38,74.0,10.8,419.2258149,2422145.0,3.7,3.6,0.39,9.3
malawi,2005,developing,46.0,66.0,39,1.04,93.0,62,94.0,8.2,93.0,22.4,28.3673842,1339711.0,7.4,7.2,0.371,9.7
ukraine,2014,developing,78.0,23.0,4,8.06,22.0,5,45.0,7.1,23.0,0.2,314.658296,45271947.0,2.3,2.4,0.746,15.2
china,2010,developing,75.0,92.0,231,5.75,99.0,268,99.0,4.89,99.0,0.1,456.512487,133775.0,4.2,3.6,0.691,12.5
eritrea,2001,developing,58.1,345.0,7,0.61,86.0,10,89.0,3.95,86.0,2.0,215.139213,3497124.0,1.0,1.0,0.4085000000000001,4.3
jamaica,2013,developing,75.6,136.0,1,3.79,93.0,1,86.0,5.91,93.0,0.6,56.144952,285187.0,1.8,1.7,0.727,12.8
pakistan,2008,developing,64.6,177.0,369,0.03,65.0,460,7.0,3.26,62.0,0.1,139.31288,16364463.0,2.7,21.1,0.513,7.3
senegal,2000,developing,57.5,25.0,27,0.29,54.0,50,49.0,4.63,52.0,0.5,473.45338,988452.0,12.3,12.3,0.378,5.2
indonesia,2005,developing,67.2,19.0,163,0.06,65.0,201,79.0,2.79,72.0,0.1,126.928834,22671273.0,1.9,1.9,0.629,11.1
estonia,2000,developing,78.0,218.0,0,0.01,9.0,0,93.0,5.28,93.0,0.1,47.32827,1396985.0,2.5,2.5,0.764,14.4
madagascar,2014,developing,65.1,225.0,29,0.01,73.0,39,73.0,3.4,73.0,0.3,452.4631926,2358981.0,7.2,7.1,0.509,10.3
lesotho,2003,developing,45.5,648.0,5,1.99,17.0,7,9.0,7.13,9.0,33.8,63.636279,191897.0,1.2,1.1,0.44,10.5
eritrea,2005,developing,59.4,34.0,7,1.07,96.0,9,96.0,2.97,96.0,1.6,276.75896,39697.0,9.4,9.5,0.4085000000000001,5.4
tonga,2009,developing,72.5,147.0,0,1.08,84.0,0,86.0,4.67,84.0,0.1,37.846563,1364.0,0.1,0.1,0.703,14.5
dominican republic,2002,developing,71.4,189.0,7,6.43,63.0,8,74.0,5.79,82.0,2.4,38.46578,8832285.0,3.7,3.6,0.66,12.3
myanmar,2006,developing,64.2,22.0,61,0.28,75.0,83,82.0,1.78,82.0,0.6,296.97284,48846474.0,13.2,13.5,0.474,8.0
uganda,2003,developing,51.0,53.0,109,10.16,44.0,173,57.0,7.54,59.0,9.4,237.9995917,2662482.0,6.7,6.7,0.418,11.5
cabo verde,2011,developing,72.6,122.0,0,5.07,9.0,0,9.0,4.6,9.0,0.3,367.429453,5867.0,7.3,7.2,0.632,13.1
mali,2001,developing,55.0,34.0,60,0.51,79.0,110,56.0,6.39,49.0,2.4,36.8473237,11293258.0,1.8,1.7,0.297,4.6
malawi,2003,developing,44.6,613.0,43,1.08,84.0,70,85.0,6.35,84.0,24.2,26.152517,12336687.0,7.6,7.5,0.362,10.3
israel,2007,developing,84.0,68.0,1,2.33,99.0,1,95.0,7.37,95.0,0.1,258.637,7181.0,1.1,1.1,0.872,15.7
maldives,2002,developing,71.8,124.0,0,1.95,98.0,0,98.0,5.78,98.0,0.1,32.37239,297.0,14.6,14.7,0.597,12.0
malawi,2007,developing,48.5,559.0,37,1.18,87.0,59,88.0,9.31,87.0,19.3,32.2227274,1384969.0,7.1,7.0,0.387,9.7
nepal,2005,developing,65.4,28.0,33,0.2,41.0,44,78.0,5.72,75.0,0.2,317.89198,2564287.0,17.6,18.2,0.469,9.4
solomon islands,2000,developing,65.8,235.0,0,0.71,81.0,0,88.0,4.56,86.0,0.1,154.518572,41269.0,1.4,1.4,0.455,7.2
myanmar,2004,developing,63.5,228.0,66,0.44,39.0,90,92.0,1.97,82.0,0.5,219.8156688,487377.0,13.3,13.6,0.455,7.8
tajikistan,2008,developing,66.4,178.0,10,0.32,86.0,12,87.0,5.58,86.0,0.3,76.914128,739728.0,3.8,3.8,0.592,10.8
guyana,2014,developing,66.0,217.0,0,7.64,98.0,1,97.0,5.25,98.0,0.3,43.82321,763393.0,5.5,5.3,0.636,10.3
bangladesh,2004,developing,67.3,158.0,185,0.01,11.0,247,88.0,2.62,99.0,0.1,46.7579167,14137489.0,2.1,2.7,0.491,8.1
azerbaijan,2001,developing,67.5,151.0,8,0.51,5.0,10,77.0,4.48,77.0,0.1,73.6838434,81112.0,3.1,3.1,0.642,10.4
pakistan,2007,developing,64.4,178.0,367,0.03,75.0,459,75.0,3.35,75.0,0.1,95.4327931,16332974.0,2.8,21.3,0.505,6.7
malawi,2002,developing,44.0,67.0,46,1.1,64.0,75,79.0,4.82,64.0,24.7,29.9798977,1213711.0,7.7,7.6,0.388,10.4
kenya,2001,developing,51.9,434.0,77,1.63,84.0,120,77.0,4.62,8.0,16.9,41.7763612,32321482.0,9.0,9.0,0.447,8.4
sao tome and principe,2001,developing,62.8,225.0,0,5.02,43.0,0,9.0,1.28,92.0,1.5,51.216381,141622.0,7.8,7.8,0.497,9.4
myanmar,2003,developing,63.2,231.0,69,0.4,8.0,93,86.0,1.97,78.0,0.5,219.782326,47624894.0,13.3,13.6,0.445,7.7
solomon islands,2014,developing,68.8,183.0,0,0.01,88.0,0,94.0,5.5,88.0,0.1,29.652622,57554.0,1.1,1.2,0.512,9.6
bangladesh,2000,developing,65.3,173.0,231,0.01,5.0,316,83.0,2.33,82.0,0.1,45.63371,131581243.0,2.9,21.5,0.459,7.3
mali,2002,developing,51.2,31.0,60,0.53,79.0,108,65.0,6.32,61.0,2.3,334.22416,11638929.0,1.5,1.5,0.308,4.9
burundi,2011,developing,57.4,321.0,22,4.16,96.0,33,95.0,8.58,96.0,1.5,26.479973,94358.0,7.6,7.6,0.385,9.9
lesotho,2002,developing,46.4,622.0,5,2.95,17.0,7,84.0,6.91,84.0,32.5,47.89395,192312.0,1.6,1.6,0.446,10.4
bosnia and herzegovina,2004,developing,75.5,99.0,0,4.25,36.0,0,87.0,9.4,84.0,0.1,265.642661,3781287.0,3.0,3.0,0.7206,12.3
indonesia,2000,developing,66.3,188.0,187,0.06,65.0,237,72.0,1.98,75.0,0.1,78.92744,21154429.0,11.0,11.2,0.597,10.7
myanmar,2002,developing,62.8,235.0,71,0.41,8.0,96,84.0,2.5,79.0,0.4,143.77651,471422.0,13.3,13.7,0.435,7.6
bangladesh,2001,developing,65.8,168.0,219,0.01,5.0,298,85.0,2.47,85.0,0.1,42.5981152,1341716.0,2.7,21.3,0.468,7.5
cabo verde,2005,developing,71.8,134.0,0,4.26,93.0,0,95.0,4.86,95.0,0.8,248.13459,474567.0,8.5,8.5,0.582,11.2
ghana,2002,developing,57.6,31.0,42,1.6,8.0,63,8.0,3.7,78.0,3.5,39.484473,19924522.0,8.8,8.8,0.484,7.6
albania,2006,developing,74.2,99.0,1,5.31,98.0,1,97.0,5.86,97.0,0.1,35.1293,2992547.0,1.7,1.8,0.696,11.4
ghana,2007,developing,59.9,28.0,41,1.25,94.0,61,94.0,5.3,94.0,2.6,19.686718,227212.0,7.7,7.6,0.519,9.1
italy,2001,developed,79.8,75.0,2,9.69,95.0,3,96.0,8.11,93.0,0.1,24.819,569741.0,0.5,0.5,0.828,14.9
armenia,2008,developing,73.2,14.0,1,3.96,89.0,1,91.0,3.8,89.0,0.1,41.26997,29822.0,2.0,2.1,0.721,12.3
swaziland,2003,developing,45.9,6.0,3,5.65,9.0,4,87.0,5.71,85.0,50.6,22.99449,187392.0,8.2,8.4,0.493,9.1
myanmar,2005,developing,63.9,224.0,64,0.28,62.0,87,86.0,1.83,73.0,0.5,247.24276,48482614.0,13.2,13.6,0.465,7.9
nepal,2003,developing,64.3,22.0,38,0.2,2.0,50,76.0,5.48,78.0,0.1,253.72412,2495623.0,18.0,18.6,0.457,9.2
uganda,2002,developing,48.8,523.0,112,10.42,29.0,181,57.0,7.78,57.0,10.0,24.2423229,2571848.0,6.8,6.8,0.404,11.0
russian federation,2001,developing,65.1,38.0,21,10.47,43.0,25,97.0,5.67,96.0,0.3,21.362386,14597683.0,2.8,3.0,0.72,12.5
tajikistan,2006,developing,65.9,183.0,10,0.38,88.0,12,76.0,5.7,83.0,0.3,44.2872665,7557.0,3.8,3.9,0.579,10.7
bhutan,2004,developing,64.2,263.0,1,0.96,89.0,1,9.0,4.41,89.0,0.3,197.45788,64282.0,18.0,18.8,0.5884,8.8
algeria,2005,developing,72.9,136.0,19,0.5,83.0,22,88.0,3.24,88.0,0.1,31.122378,33288437.0,6.1,6.0,0.68,12.0
nicaragua,2003,developing,76.0,198.0,4,3.77,86.0,5,86.0,6.12,86.0,0.3,115.565314,524879.0,2.1,2.0,0.583,11.0
myanmar,2000,developing,62.1,243.0,73,0.35,8.0,100,88.0,1.84,82.0,0.4,193.187484,4695462.0,13.3,13.7,0.417,7.5
tajikistan,2007,developing,66.1,181.0,10,0.35,84.0,12,85.0,5.35,86.0,0.3,52.35956,7152385.0,3.8,3.8,0.586,10.9
turkmenistan,2005,developing,63.3,248.0,6,2.85,99.0,8,99.0,3.51,99.0,0.1,174.51475,4754641.0,3.4,3.4,0.6772,10.3
tajikistan,2004,developing,65.9,177.0,11,0.38,81.0,13,82.0,5.7,86.0,0.3,39.281834,6712841.0,3.9,3.9,0.563,10.5
nicaragua,2002,developing,75.0,197.0,4,3.5,85.0,5,85.0,5.71,85.0,0.4,11.147277,5171734.0,2.2,2.1,0.577,10.7
burundi,2009,developing,56.2,338.0,23,4.05,94.0,34,96.0,6.96,94.0,2.4,24.944652,848931.0,7.8,7.8,0.336,8.6
rwanda,2002,developing,57.0,415.0,31,7.82,88.0,50,85.0,4.18,88.0,8.0,196.59778,853625.0,7.2,7.4,0.343,7.2
myanmar,2001,developing,62.5,239.0,72,0.38,8.0,98,77.0,1.8,73.0,0.4,138.9249275,46627994.0,13.3,13.7,0.427,7.6
guyana,2004,developing,65.1,237.0,1,7.84,91.0,1,91.0,5.73,91.0,1.9,145.58861,751652.0,5.8,5.6,0.613,11.2
pakistan,2001,developing,63.0,189.0,377,0.01,63.0,483,68.0,2.61,65.0,0.1,51.6568157,14161437.0,22.0,22.4,0.45,5.4
kiribati,2003,developing,64.7,215.0,0,0.5,73.0,0,79.0,9.98,7.0,0.1,115.3865,88895.0,0.2,0.2,0.582,11.6
burundi,2005,developing,53.4,369.0,24,5.54,87.0,37,82.0,9.84,87.0,4.3,15.57434,7423289.0,8.2,8.3,0.286,5.6
burundi,2007,developing,54.8,355.0,24,4.54,99.0,36,93.0,1.3,99.0,3.4,17.79995,7939573.0,8.0,8.0,0.309,7.2
china,2004,developing,73.5,11.0,360,3.04,79.0,427,87.0,4.72,87.0,0.1,158.668462,129675.0,5.1,4.6,0.622,10.2
romania,2014,developed,74.8,135.0,2,0.01,94.0,2,94.0,5.57,94.0,0.1,12.27733,1998979.0,2.6,2.8,0.797,14.7
eritrea,2009,developing,61.4,311.0,6,0.63,92.0,9,92.0,3.3,92.0,1.0,43.7544499,431334.0,9.0,8.9,0.402,5.2
senegal,2011,developing,64.9,26.0,20,0.32,92.0,31,89.0,4.42,92.0,0.4,18.25321,13391.0,1.2,1.1,0.455,7.9
afghanistan,2005,developing,57.3,291.0,85,0.02,66.0,118,58.0,8.7,58.0,0.1,25.2941299,257798.0,19.3,19.5,0.396,7.9
senegal,2009,developing,63.5,219.0,21,0.3,86.0,33,83.0,4.81,86.0,0.5,12.566464,1255917.0,1.6,1.5,0.444,7.5
tajikistan,2001,developing,64.0,194.0,13,0.86,39.0,16,84.0,4.59,85.0,0.3,17.8159721,6327125.0,4.1,4.1,0.535,9.7
turkey,2004,developing,72.0,132.0,33,1.35,77.0,39,85.0,5.37,85.0,0.1,64.72953,677855.0,5.1,4.9,0.675,12.0
botswana,2013,developing,64.2,286.0,2,0.01,95.0,2,96.0,5.84,95.0,2.8,77.625783,212857.0,7.0,6.7,0.693,12.6
senegal,2008,developing,62.8,225.0,22,0.28,88.0,34,87.0,4.94,88.0,0.6,11.33678,1223957.0,1.8,1.7,0.435,7.1
tajikistan,2013,developing,69.3,163.0,10,0.01,96.0,11,97.0,6.75,96.0,0.2,14.214412,817789.0,3.6,3.7,0.617,11.2
zimbabwe,2009,developing,50.0,587.0,30,4.64,73.0,45,69.0,6.26,73.0,18.1,65.824121,1381599.0,7.5,7.4,0.419,9.9
senegal,2010,developing,64.3,212.0,21,0.28,89.0,32,76.0,4.62,89.0,0.4,11.631377,12916229.0,1.4,1.3,0.449,7.7
philippines,2003,developing,67.2,217.0,67,4.44,52.0,87,85.0,3.25,84.0,0.1,11.553196,8331954.0,1.0,9.7,0.631,11.6
mozambique,2008,developing,53.2,45.0,72,1.48,75.0,104,74.0,4.91,75.0,12.6,53.127719,22846758.0,3.7,3.7,0.372,8.8
eritrea,2000,developing,45.3,593.0,7,0.83,86.0,10,82.0,4.43,81.0,1.9,28.1969487,339281.0,1.2,1.1,0.4085000000000001,3.9
eritrea,2002,developing,58.5,343.0,7,0.83,86.0,10,92.0,4.2,9.0,1.9,21.7687981,3614639.0,9.9,9.9,0.4085000000000001,4.4
pakistan,2009,developing,64.8,175.0,371,0.03,78.0,460,7.0,2.94,71.0,0.1,16.63999,1674958.0,2.5,2.9,0.514,7.3
kenya,2000,developing,51.9,428.0,77,1.51,84.0,121,8.0,4.68,82.0,18.1,43.9797132,3145483.0,9.2,9.1,0.448,8.4
pakistan,2010,developing,65.1,172.0,372,0.04,82.0,461,82.0,3.2,82.0,0.1,14.142268,1756182.0,2.2,2.7,0.521,7.5
rwanda,2008,developing,68.0,282.0,18,6.39,97.0,28,97.0,7.66,97.0,3.7,5.6687264,978169.0,6.7,6.6,0.438,10.4
myanmar,2007,developing,64.5,217.0,58,0.26,85.0,78,84.0,1.68,86.0,0.6,41.451,49171586.0,13.2,13.5,0.484,8.1
uzbekistan,2014,developing,69.2,184.0,16,0.01,99.0,18,99.0,5.84,99.0,0.1,25.448414,37577.0,3.0,3.1,0.69,12.1
bangladesh,2002,developing,66.3,164.0,207,0.01,5.0,280,83.0,2.59,83.0,0.1,4.6135745,1366667.0,2.5,21.1,0.476,7.7
rwanda,2001,developing,48.6,438.0,33,5.72,88.0,54,76.0,4.38,77.0,8.1,21.569654,832946.0,7.4,7.5,0.332,7.1
